Date;Mkt.RF;SMB;HML;RMW;CMA;Mom;Afkast.RF
20130308;0,52;0,39;-0,16;0;0,03;-0,02;0,448111
20130311;0,3;-0,29;0,23;0,01;0,03;-0,24;0,324914
20130312;-0,22;0,04;-0,13;0,27;0,08;-0,24;-0,24033
20130313;0,2;0,22;0,06;0,08;0,26;0,09;0,131403
20130314;0,58;0,41;0,39;-0,02;-0,01;-0,45;0,560302
20130315;-0,19;0,12;0,42;0,18;0,01;-0,59;-0,16184
20130318;-0,5;0,09;-0,23;0,34;-0,03;0;-0,55103
20130319;-0,24;-0,05;0,04;0,13;0,37;0,35;-0,24225
20130320;0,76;0,22;0,01;-0,26;0,21;0,4;0,66975
20130321;-0,85;0,13;-0,28;0;0,07;0,07;-0,82825
20130322;0,62;-0,52;-0,3;0,11;-0,15;0,19;0,717428
20130325;-0,29;0,3;0,02;0,07;-0,03;-0,02;-0,334
20130326;0,76;-0,39;-0,22;0,05;-0,04;0,43;0,778506
20130327;-0,02;0,11;-0,3;0,1;-0,1;0,14;-0,05883
20130328;0,39;-0,3;-0,3;-0,16;0,09;0,5;0,405669
20130401;-0,57;-0,91;0,02;0,14;0,26;0,35;-0,44736
20130402;0,33;-0,9;-0,33;-0,06;0,03;0,32;0,517229
20130403;-1,16;-0,42;-0,2;0,53;-0,12;-0,63;-1,05461
20130404;0,42;0,25;0,25;-0,08;0,27;0,18;0,404843
20130405;-0,41;0,09;0,35;-0,13;0,24;0,14;-0,42949
20130408;0,7;0,11;0,29;-0,34;0,12;0,26;0,630279
20130409;0,31;-0,41;0,2;-0,02;-0,39;-0,4;0,354431
20130410;1,28;0,62;-0,1;-0,03;-0,07;-0,03;1,218914
20130411;0,35;-0,17;-0,14;0,11;0,48;0,48;0,355224
20130412;-0,28;-0,18;-0,46;-0,03;0,07;0,24;-0,28368
20130415;-2,48;-1,49;-0,28;0;-0,05;-0,23;-2,29663
20130416;1,47;0,15;0,07;-0,31;-0,06;0,76;1,430725
20130417;-1,46;-0,35;-0,55;0,14;0,28;0,31;-1,43277
20130418;-0,71;0,18;0,02;0,41;0,1;-0,24;-0,6701
20130419;0,97;0,03;0,13;-0,41;0,19;1,26;0,884789
20130422;0,45;-0,19;-0,14;0,25;-0,29;-0,05;0,466163
20130423;1,11;0,53;0,63;-0,48;0,25;0,1;1,04192
20130424;0,06;0,51;1,21;0;-0,24;-0,9;0,0006334
20130425;0,49;0,23;0,01;-0,07;-0,08;-0,24;0,403474
20130426;-0,2;-0,35;-0,22;0,1;0,09;-0,07;-0,18421
20130429;0,67;0,1;-0,07;0,22;-0,32;-0,59;0,718601
20130430;0,29;0,36;-0,05;0,19;-0,29;-0,78;0,248492
20130501;-1,08;-1,46;-0,27;-0,08;-0,1;-0,05;-0,93079
20130502;1,04;0,55;0,13;-0,42;-0,25;0,39;0,940797
20130503;1,12;0,6;0,16;-0,15;-0,27;-0,35;1,053462
20130506;0,23;0,29;0,84;-0,48;0,06;-0,06;0,190781
20130507;0,54;0,19;0,13;0,22;0,29;0,18;0,523029
20130508;0,44;-0,18;0,13;-0,03;-0,15;-0,61;0,413909
20130509;-0,31;0,07;-0,3;0,05;-0,17;0,03;-0,36872
20130510;0,54;0,41;-0,19;-0,3;-0,02;0,13;0,432171
20130513;-0,02;-0,26;-0,04;-0,4;0,07;0,38;0,0042848
20130514;1,1;0,17;0,31;-0,22;0,16;0,46;1,014219
20130515;0,51;-0,11;0,28;-0,05;0,31;0,49;0,51141
20130516;-0,5;0,16;-0,28;0,12;-0,35;-0,79;-0,50097
20130517;1,04;0,08;0,39;0,08;-0,16;-0,07;1,03001
20130520;-0,06;0,43;0,5;0,25;-0,21;-1;-0,07077
20130521;0,16;-0,08;-0,08;0,18;0,21;-0,01;0,172239
20130522;-0,92;-0,73;-0,17;0,21;0,34;0,09;-0,82736
20130523;-0,19;0,49;-0,08;0,03;0,08;0,1;-0,29239
20130524;-0,06;0,15;0,06;-0,04;0;0,16;-0,05513
20130528;0,77;0,68;0,21;-0,12;-0,18;0,46;0,634093
20130529;-0,7;-0,25;0,58;-0,24;-0,29;-0,6;-0,70479
20130530;0,5;0,37;0,49;-0,45;0;0,16;0,367031
20130531;-1,31;0,48;-0,25;0,18;-0,13;-0,3;-1,43072
20130603;0,48;0,16;-0,1;0,24;-0,06;-0,33;0,593596
20130604;-0,55;-0,26;-0,17;0,35;-0,03;-0,44;-0,55108
20130605;-1,38;0,03;-0,26;0,11;-0,16;-0,53;-1,37797
20130606;0,89;0,18;0,26;-0,51;0,35;0,83;0,849027
20130607;1,3;-0,44;0,07;-0,25;-0,07;0,57;1,283157
20130610;0,07;0,66;0,22;-0,21;-0,11;0,13;-0,03468
20130611;-1,04;-0,03;-0,58;0,39;0,01;-0,28;-1,01533
20130612;-0,82;0,04;0,02;0,14;0,15;-0,37;-0,83696
20130613;1,47;0,14;0,31;-0,17;0,27;0,5;1,478431
20130614;-0,59;-0,28;-0,54;0,19;-0,03;0,23;-0,5885
20130617;0,74;-0,09;0,02;-0,23;-0,38;0,28;0,756733
20130618;0,8;0,37;-0,05;0;0,03;0,15;0,779115
20130619;-1,28;0,21;0,11;-0,01;-0,29;0,08;-1,38515
20130620;-2,45;0,02;0,34;0,08;-0,12;-0,7;-2,50103
20130621;0,13;0,19;-0,09;-0,2;0,11;-0,64;0,266971
20130624;-1,19;0,01;-0,66;0,23;-0,14;-0,4;-1,2145
20130625;0,96;0,07;0,87;-0,29;0,3;0,52;0,949723
20130626;0,92;-0,72;-0,13;0,02;0,19;0,66;0,95905
20130627;0,77;0,86;0,36;-0,43;0,23;0,48;0,619987
20130628;-0,33;0,3;-0,14;0,19;-0,32;-0,41;-0,42896
20130701;0,71;0,73;-0,14;-0,33;0;0,48;0,540379
20130702;-0,1;0,03;0,09;0,09;-0,09;-0,07;-0,05449
20130703;0,11;0,17;-0,21;0,17;-0,06;0,04;0,0824
20130705;1,11;0,42;0,45;-0,32;0,14;0,58;1,020174
20130708;0,53;-0,14;0,05;0,15;0,11;0,2;0,525158
20130709;0,74;0,05;0,26;-0,01;0,03;0,13;0,722968
20130710;0,06;0,29;-0,41;-0,08;-0,1;-0,32;0,018156
20130711;1,32;-0,18;-0,62;-0,15;-0,16;0,09;1,355424
20130712;0,33;-0,03;0,2;-0,67;0,05;0,49;0,308653
20130715;0,2;0,55;0,34;-0,02;0,08;-0,12;0,137484
20130716;-0,41;0,03;0,09;0,13;0,27;-0,58;-0,37088
20130717;0,3;-0,04;0,18;-0,44;0,04;0,35;0,277403
20130718;0,54;0,14;0,96;-0,19;0,21;0,18;0,503299
20130719;0,09;-0,1;0,28;-0,33;0,48;0,06;0,161007
20130722;0,22;0,11;0,29;-0,13;0,08;0,15;0,203299
20130723;-0,15;0,1;0,28;-0,02;0,29;-0,28;-0,18519
20130724;-0,39;-0,29;-0,26;0,65;-0,08;0,07;-0,38112
20130725;0,42;0,48;-0,35;-0,48;-0,27;-0,01;0,255644
20130726;0,02;-0,65;-0,21;0,16;-0,19;0,03;0,082828
20130729;-0,37;-0,33;-0,28;0,31;-0,16;-0,42;-0,3736
20130730;0,12;0,16;-0,51;0,13;-0,08;0,1;0,037381
20130731;0,09;0,2;0,09;-0,01;-0,05;0,62;-0,01364
20130801;1,4;0,08;0,05;-0,2;-0,17;0,64;1,254056
20130802;0,2;-0,24;-0,33;-0,01;-0,06;0,47;0,164043
20130805;-0,07;0,49;-0,17;-0,05;-0,08;-0,1;-0,14798
20130806;-0,68;-0,35;-0,1;0,35;-0,05;-0,41;-0,5723
20130807;-0,42;-0,35;0,02;0,29;0,06;-0,42;-0,38059
20130808;0,47;-0,01;-0,01;-0,04;0,15;0,08;0,388548
20130809;-0,29;0,13;-0,2;0,14;-0,18;0,1;-0,357
20130812;-0,02;0,56;-0,22;0,16;-0,08;-0,2;-0,11529
20130813;0,2;-0,28;-0,05;0,07;-0,11;-0,01;0,277602
20130814;-0,5;0,14;0,28;-0,05;0,02;-0,28;-0,51766
20130815;-1,47;-0,37;0,29;-0,05;0,03;-0,87;-1,42816
20130816;-0,26;0,05;0,09;-0,14;-0,13;0,42;-0,33046
20130819;-0,62;-0,26;-0,75;0,61;-0,33;-0,18;-0,59004
20130820;0,53;0,86;0,13;-0,33;0,09;0,47;0,382125
20130821;-0,59;-0,07;-0,46;-0,08;-0,31;0,26;-0,57796
20130822;0,93;0,5;0,05;-0,33;-0,19;0,37;0,861943
20130823;0,38;-0,27;-0,14;0,09;-0,25;-0,34;-0,3947
20130826;-0,29;0,47;-0,5;-0,12;-0,25;0,11;-0,40397
20130827;-1,75;-0,74;-0,32;0,67;0,04;-0,95;-1,58742
20130828;0,3;0,11;0,08;-0,02;-0,09;0,32;0,274766
20130829;0,34;0,73;-0,41;-0,4;-0,25;0,76;0,196335
20130830;-0,47;-1,14;-0,21;0,02;-0,1;-0,44;-0,31743
20130903;0,46;0,06;0,1;-0,48;-0,23;0,96;0,416419
20130904;0,83;-0,01;-0,15;-0,12;0,09;0,48;0,811699
20130905;0,19;0,2;0,37;-0,2;-0,08;0,06;0,120986
20130906;0,01;0;0;-0,19;-0,09;-0,22;0,0054378
20130909;1,09;0,42;-0,22;-0,2;-0,14;-0,03;0,999293
20130910;0,8;0,06;0,21;-0,16;0,04;0,71;0,734577
20130911;0,28;-0,23;0,01;0,22;0,15;-0,01;0,305227
20130912;-0,32;-0,28;-0,34;0,14;-0,15;0,06;-0,33804
20130913;0,29;0,27;-0,01;0,16;0,24;-0,03;0,271471
20130916;0,49;-0,39;0,4;-0,02;0,39;0,28;0,569316
20130917;0,54;0,42;-0,13;-0,34;-0,22;0,1;0,421772
20130918;1,1;-0,24;-0,45;-0,02;-0,18;-0,47;1,217767
20130919;-0,13;0,09;-0,6;0,09;-0,29;0,08;-0,18429
20130920;-0,63;0,51;0,18;-0,07;-0,17;0,32;-0,72169
20130923;-0,45;0,42;-0,37;0,62;-0,23;-0,57;-0,47195
20130924;-0,12;0,49;0,01;-0,13;0;0,59;-0,25972
20130925;-0,23;0,11;0,58;-0,41;0,03;0,23;-0,27395
20130926;0,42;0,15;-0,73;0,15;-0,32;0,34;0,348541
20130927;-0,39;-0,01;-0,06;0,07;-0,12;0,33;-0,40738
20130930;-0,49;0,51;0,06;0,16;0,04;0,26;-0,60293
20131001;0,9;0,37;-0,13;-0,14;-0,22;0,47;0,799857
20131002;-0,1;-0,33;-0,08;-0,1;-0,08;-0,13;-0,06667
20131003;-0,88;-0,17;0,2;0,05;0,23;-0,12;-0,89794
20131004;0,74;0;0,1;-0,26;-0,14;0,51;0,705324
20131007;-0,95;-0,29;0;0,1;0,19;-0,77;-0,85064
20131008;-1,35;-0,4;0,76;0,63;0,55;-1,08;-1,23321
20131009;-0,05;-0,35;0,62;0,45;0,34;-0,23;0,057386
20131010;2,23;0,19;-0,02;-0,34;-0,28;1,2;2,183048
20131011;0,71;0,76;0;0,12;-0,1;0,24;-0,62863
20131014;0,44;0,21;-0,11;0,07;-0,15;0,27;0,407468
20131015;-0,73;-0,18;0,01;0,3;-0,14;0,07;-0,70637
20131016;1,37;-0,3;0,14;-0,54;-0,1;0,62;1,382754
20131017;0,7;0,12;0,04;-0,17;0,07;0,23;0,674396
20131018;0,73;0,27;-0,05;-0,08;-0,49;0,32;0,654877
20131021;-0,02;-0,13;0,05;0,29;0,02;-0,16;0,0091717
20131022;0,5;-0,28;0,09;0,24;0,35;-0,39;0,573751
20131023;-0,51;0,15;-0,33;0,55;0,21;-0,55;-0,47245
20131024;0,42;0,34;-0,3;-0,03;-0,16;0,14;0,325817
20131025;0,33;-0,33;0,14;0,16;0,04;-0,24;0,43948
20131028;0,09;-0,07;0,02;0,36;0,17;-0,59;0,132972
20131029;0,54;-0,14;-0,11;0,08;0,29;0,27;0,558421
20131030;-0,61;-0,75;0,49;0,48;0,05;-0,44;-0,4876
20131031;-0,34;-0,11;-0,43;0,34;0,15;0,36;-0,38394
20131101;0,2;-0,65;0,22;0,17;0,29;-0,06;0,290344
20131104;0,47;0,75;-0,03;0,07;-0,04;0,03;0,357054
20131105;-0,23;-0,01;-0,25;0,24;-0,11;0,61;-0,28055
20131106;0,27;-0,81;0,38;0,27;0,18;-1,29;0,426553
20131107;-1,46;-0,33;0,19;0,13;0,32;-1,15;-1,31828
20131108;1,45;0,59;0,41;-0,51;-0,07;1,26;1,342758
20131111;0,12;0,05;-0,13;0;-0,03;0,25;0,072291
20131112;-0,19;0,33;-0,7;0,54;0,13;-0,08;-0,23704
20131113;0,9;0,06;-0,12;-0,39;-0,21;0,63;0,809531
20131114;0,43;-0,57;0,31;-0,08;0,03;-0,08;0,483726
20131115;0,43;0,06;-0,27;0,03;-0,05;-0,05;0,4222
20131118;-0,5;-0,38;0,45;0,43;0,29;-0,91;-0,36982
20131119;-0,27;-0,29;0,26;0,05;0;-0,51;-0,20429
20131120;-0,33;0,26;0,03;0,02;-0,03;0,07;-0,36356
20131121;0,97;0,81;-0,06;-0,44;-0,3;0,91;0,812858
20131122;0,5;-0,09;0,11;-0,1;-0,04;0,49;0,496144
20131125;-0,11;0,16;0,14;0;0,25;-0,36;-0,12633
20131126;0,18;0,8;-0,48;-0,34;-0,39;0,6;0,014979
20131127;0,3;0,33;-0,06;0,07;0,01;-0,19;0,248509
20131129;-0,02;0,26;-0,17;-0,01;-0,18;-0,21;-0,07857
20131202;-0,31;-0,93;0,16;-0,03;0,01;0,26;-0,2719
20131203;-0,34;-0,13;-0,09;0,16;-0,03;-0,62;-0,31928
20131204;-0,07;-0,21;0,26;-0,37;-0,14;0,04;-0,13035
20131205;-0,35;0,6;-0,63;0,04;-0,44;0,28;-0,43396
20131206;1,02;-0,28;0,2;-0,02;0,46;0,25;1,123791
20131209;0,17;-0,41;0;-0,04;0,04;-0,29;-0,18171
20131210;-0,34;-0,53;0,2;-0,03;-0,05;0,16;-0,31797
20131211;-1,16;-0,35;0,05;0,55;0,11;-0,46;-1,13169
20131212;-0,23;0,38;0,25;-0,3;-0,06;0,6;-0,37706
20131213;0,1;0,22;-0,01;-0,3;0,19;0,42;-0,01014
20131216;0,67;0,57;-0,14;0,15;-0,04;0;0,631999
20131217;-0,26;0,14;-0,16;-0,16;-0,14;-0,07;0,310097
20131218;1,55;-0,42;0,04;-0,03;0,31;0,17;1,664795
20131219;-0,1;-0,5;0,16;-0,07;0,1;-0,13;0,05799
20131220;0,69;1,25;-0,3;-0,23;-0,42;0,39;0,481874
20131223;0,62;0,48;-0,05;-0,21;-0,15;-0,13;0,53181
20131224;0,34;0,11;0,11;-0,04;0,16;-0,19;0,291577
20131226;0,44;-0,34;-0,31;0,2;0,07;0,2;0,474549
20131227;-0,05;-0,03;0,23;0,08;0,24;-0,84;-0,03366
20131230;0;0,03;-0,3;0,13;0,08;-0,06;-0,01792
20131231;0,44;-0,16;0,04;-0,04;-0,21;0,05;0,395965
20140102;-0,88;-0,24;0,11;-0,32;0,11;-0,07;-0,88619
20140103;0,03;0,41;0,04;-0,32;0,14;0,24;-0,0333
20140106;-0,34;-0,55;0,26;-0,35;0,06;-0,11;-0,25118
20140107;0,68;0,33;-0,41;-0,07;-0,29;0,55;0,608177
20140108;0,04;0,01;-0,12;-0,52;-0,04;0,64;-0,02122
20140109;0,02;0,16;-0,38;-0,52;-0,41;0,79;0,03483
20140110;0,27;0,44;-0,77;-0,31;-0,31;-0,16;0,230669
20140113;-1,32;-0,1;0,1;-0,11;0,47;-0,52;-1,25762
20140114;1,15;0,13;-0,38;-0,06;-0,36;0,55;1,081794
20140115;0,53;0,22;0,2;-0,39;-0,01;-0,31;0,516619
20140116;-0,07;0,24;-0,68;-0,02;-0,27;-0,05;-0,13471
20140117;-0,39;0,02;0,04;-0,2;0,02;-0,01;-0,38951
20140121;0,3;0,43;-0,01;-0,22;-0,35;-0,06;0,27737
20140122;0,15;0,28;0,21;-0,2;-0,17;0,29;0,05749
20140123;-0,86;0,09;-0,5;0,18;-0,08;-0,51;-0,88896
20140124;-2,19;-0,39;0,22;0,26;0,06;-0,98;-2,08755
20140127;-0,65;-0,81;0,46;0,4;0,4;-0,55;-0,48763
20140128;0,73;0,18;-0,02;-0,82;0,16;0,84;0,614069
20140129;-1,07;-0,35;0,25;0,14;0,15;-0,53;-1,02092
20140130;1,22;0,22;-0,42;-0,92;-0,54;1,24;1,126705
20140131;-0,66;-0,1;-0,39;0,19;-0,19;0,09;-0,64653
20140203;-2,48;-0,87;0,32;0,2;0,03;-0,83;-2,28319
20140204;0,77;-0,07;-0,1;-0,13;0,22;0,44;0,764113
20140205;-0,23;-0,57;0,2;0,16;0,22;-0,11;-0,20283
20140206;1,21;-0,43;0,23;0,08;-0,07;0,11;1,243977
20140207;1,33;-0,23;-0,67;-0,47;-0,51;0,61;1,330191
20140210;0,16;0,07;-0,44;-0,25;-0,18;-0,07;0,156926
20140211;1,09;-0,18;0,24;-0,02;0,1;0,04;1,106209
20140212;0,11;0,24;-0,08;0,14;0,01;0,25;-0,02693
20140213;0,72;0,67;-0,09;-0,21;-0,34;0,37;0,581005
20140214;0,42;-0,32;0,38;0,35;0,38;-0,29;0,480919
20140218;0,27;0,95;-0,24;-0,34;-0,27;0,75;0,115847
20140219;-0,74;-0,31;-0,39;0,34;0,04;-0,33;-0,65245
20140220;0,7;0,51;-0,14;-0,06;-0,17;0,5;0,603144
20140221;-0,09;0,36;-0,04;0,02;-0,06;0,25;-0,19187
20140224;0,65;0,21;0,26;-0,16;-0,01;0,4;0,618652
20140225;-0,1;0,05;-0,61;-0,05;0,08;0,13;-0,13477
20140226;0,12;0,65;-0,09;-0,02;0,03;-0,07;0,0021679
20140227;0,54;0,11;0,01;-0,27;-0,02;0,07;0,494808
20140228;0,15;-0,66;0,83;0,45;0,09;-0,29;0,278274
20140303;-0,7;0,08;0,15;0,02;0,12;-0,05;-0,73785
20140304;1,67;1,08;-0,12;-0,43;-0,14;0,82;1,526767
20140305;0,01;-0,22;0,28;-0,57;-0,15;0,33;-0,005336
20140306;0,16;-0,24;0,75;0,32;0,35;-0,52;0,171842
20140307;0,04;-0,01;0,52;0,16;0,32;-0,21;0,053808
20140310;-0,09;-0,08;0,06;0,05;-0,13;0,01;-0,04632
20140311;-0,62;-0,55;-0,19;0,5;-0,05;-0,09;-0,50821
20140312;0,13;0,29;-0,17;-0,08;-0,42;-0,05;0,03052
20140313;-1,21;-0,07;0,27;0,15;0,04;-0,32;-1,17011
20140314;-0,16;0,68;-0,05;0,17;0,07;-0,14;-0,28218
20140317;0,9;-0,35;-0,01;0,14;0,03;0,26;0,961366
20140318;0,82;0,69;-0,42;-0,32;-0,27;0,51;0,72196
20140319;-0,59;-0,13;0,6;-0,36;0,03;-0,12;-0,61317
20140320;0,52;-0,36;0,99;-0,12;0,32;-0,19;0,604051
20140321;-0,37;-0,17;0,88;0,48;0,46;-1,14;-0,29327
20140324;-0,64;-0,79;0,97;0,61;0,36;-1,03;-0,48647
20140325;0,3;-0,33;0,14;0,27;0,14;-0,23;0,440391
20140326;-0,89;-1,12;0,3;0,7;0,46;-0,87;-0,70004
20140327;-0,19;-0,13;-0,24;0,05;0,02;-0,45;-0,19001
20140328;0,41;-0,36;0,52;0,58;0,31;-0,46;0,464025
20140331;0,97;0,98;-0,16;-0,2;0,02;0,68;0,792412
20140401;0,87;0,65;-0,41;-0,13;-0,27;0,99;0,703932
20140402;0,29;0,04;0,12;0,09;0,04;-0,1;0,285332
20140403;-0,31;-0,78;0,79;0,53;0,4;-1,07;-0,11264
20140404;-1,47;-1,03;0,74;0,63;0,48;-1,7;-1,25373
20140407;-1,26;-0,35;-0,02;0,23;0,06;-1,04;-1,07502
20140408;0,5;0,28;-0,22;-0,01;-0,12;-0,11;0,37506
20140409;1,2;0,24;-0,93;-0,43;-0,53;1,39;1,091816
20140410;-2,24;-0,62;0,86;0,82;0,76;-1,88;-2,08847
20140411;-1,07;-0,4;0,29;0,44;0,04;-0,54;-0,94868
20140414;0,7;-0,47;0,21;0,34;-0,17;-0,19;0,821726
20140415;0,59;-0,36;0,17;-0,08;-0,15;0,01;0,675731
20140416;1,13;-0,01;-0,44;-0,05;-0,1;0,97;1,048845
20140417;0,23;0,31;0,24;-0,18;0,17;0,29;0,13639
20140421;0,36;0,17;-0,43;0,05;-0,07;0,17;0,37751
20140422;0,58;0,69;-0,37;-0,7;-0,08;0,71;0,409212
20140423;-0,31;-0,54;0,89;0,22;0,24;-0,3;-0,22133
20140424;0,08;-0,42;-0,17;0,22;-0,2;-0,53;0,171698
20140425;-1,05;-0,87;0,62;0,81;0,66;-1,29;-0,80964
20140428;0,11;-0,66;-0,54;1,15;0,02;-1,12;0,323602
20140429;0,56;-0,25;-0,22;-0,56;-0,19;0,68;0,476081
20140430;0,35;0,22;-0,04;0,09;0,05;0,55;0,299202
20140501;0,04;-0,16;-0,18;-0,48;-0,2;0,09;-0,01433
20140502;-0,07;0,27;0,33;0,35;0,16;0,12;-0,13484
20140505;0,13;-0,38;-0,52;0,13;-0,27;0,42;0,187121
20140506;-1,03;-0,49;0,16;0,84;0,13;-0,42;-0,89884
20140507;0,45;-0,75;1,18;0,02;0,56;-0,17;0,561647
20140508;-0,26;-0,97;0,34;0,12;0,26;-0,62;-0,13736
20140509;0,25;0,63;-0,39;-0,1;-0,07;-0,18;0,151949
20140512;1,2;1,36;-0,3;-0,46;-0,32;0,9;0,967271
20140513;-0,05;-1,04;0,18;-0,03;0;-0,17;0,04218
20140514;-0,6;-1,12;-0,43;0,16;-0,22;-0,43;-0,4701
20140515;-0,9;0,33;-0,27;0,2;-0,06;-0,28;-0,93618
20140516;0,36;0,22;-0,4;0,23;-0,16;-0,18;0,374696
20140519;0,5;0,64;0;-0,31;-0,07;0,69;0,38448
20140520;-0,78;-0,78;0,23;0,14;-0,11;0,08;-0,64984
20140521;0,81;-0,27;0,05;0,01;-0,15;0,44;0,811606
20140522;0,36;0,61;-0,27;-0,54;-0,21;0,06;0,236225
20140523;0,49;0,59;-0,24;-0,09;-0,04;0,42;0,424837
20140527;0,69;0,67;-0,19;-0,53;-0,3;0,49;0,59878
20140528;-0,11;-0,28;0,27;0,07;0,14;0,19;-0,11141
20140529;0,54;-0,22;-0,12;-0,03;-0,22;0,26;0,536711
20140530;0,06;-0,64;0,28;0,34;0,1;-0,02;0,184372
20140602;0,06;-0,65;0,4;0,16;0,18;0,24;0,072781
20140603;-0,05;-0,24;0,18;0,09;-0,16;0,19;-0,03792
20140604;0,28;0,23;-0,09;-0,21;-0,18;0,35;0,189166
20140605;0,77;1,28;-0,18;-0,18;-0,1;-0,14;0,65253
20140606;0,54;0,49;0;-0,15;-0,09;-0,22;0,462777
20140609;0,22;1;-0,31;-0,37;-0,05;-0,42;0,093873
20140610;-0,03;-0,19;-0,04;-0,35;0,08;-0,14;-0,0246
20140611;-0,34;-0,16;-0,28;-0,13;-0,16;0,22;-0,3537
20140612;-0,68;0,11;0,17;-0,24;-0,03;-0,26;-0,70889
20140613;0,31;-0,06;-0,19;0,07;-0,13;-0,08;0,313454
20140616;0,13;0,41;-0,67;-0,08;-0,3;0,1;0,083671
20140617;0,34;0,57;0,45;-0,52;0,06;-0,05;0,217259
20140618;0,75;-0,25;-0,09;0,07;-0,19;0,09;0,771889
20140619;0,12;-0,15;-0,04;0,14;-0,09;0,11;0,127748
20140620;0,18;0,21;0,04;0,02;0,01;0,36;0,173005
20140623;-0,01;-0,22;0,08;-0,07;-0,17;-0,16;-0,01325
20140624;-0,72;-0,37;-0,21;0;0,02;-0,44;-0,64353
20140625;0,53;0,34;0,07;-0,15;-0,22;0,4;0,489749
20140626;-0,11;-0,08;0,05;0,1;-0,06;0,22;-0,11789
20140627;0,26;0,47;-0,22;0,12;-0,13;-0,16;0,191087
20140630;0,07;0,26;0,19;-0,26;-0,15;0,12;-0,03723
20140701;0,74;0,43;-0,37;0,09;-0,11;0,22;0,667779
20140702;-0,03;-0,46;-0,21;0,07;0,22;-0,07;0,065879
20140703;0,59;0,21;0,08;0,03;0,22;0,03;0,547954
20140707;-0,62;-1,2;0,38;0,74;0,28;-0,16;-0,39236
20140708;-0,82;-0,56;0,71;0,82;0,47;-0,23;-0,70488
20140709;0,46;-0,4;-0,11;-0,03;-0,09;0,31;0,464427
20140710;-0,49;-0,6;0,02;0,07;0,08;0;-0,41311
20140711;0,12;-0,3;-0,39;-0,38;-0,16;0,12;0,147098
20140714;0,46;-0,01;-0,13;0,02;-0,16;0,39;0,484354
20140715;-0,32;-0,82;0,98;0,21;0,37;-0,51;-0,19321
20140716;0,32;-0,59;0,32;0,18;0,19;-0,14;0,420113
20140717;-1,21;-0,35;0,18;0,39;0,18;-0,55;-1,18341
20140718;1,12;0,44;-0,47;-0,25;-0,33;0,52;1,026495
20140721;-0,25;-0,23;0,05;-0,33;-0,29;0,23;-0,23203
20140722;0,53;0,27;-0,32;0,21;-0,18;0,28;0,501614
20140723;0,19;0,1;-0,74;-0,23;0;-0,19;0,175445
20140724;0,05;-0,27;0,04;-0,2;-0,03;-0,14;0,048817
20140725;-0,53;-0,36;0,16;-0,03;0,04;-0,23;-0,48491
20140728;-0,08;-0,45;0,28;0,04;0;-0,23;0,028812
20140729;-0,33;0,63;-0,67;-0,18;-0,14;-0,23;-0,45277
20140730;0,12;0,35;-0,29;-0,65;-0,33;-0,13;0,0060915
20140731;-2,03;-0,17;0,46;0,36;0,29;-0,68;-1,99993
20140801;-0,32;-0,25;-0,07;0,09;0,14;0,3;-0,28591
20140804;0,74;0,04;-0,22;-0,1;-0,43;0,55;0,718905
20140805;-0,84;0,71;-0,19;-0,14;0,02;-0,33;-0,96855
20140806;0,02;0,39;0,18;-0,04;0,26;-0,56;0,0015623
20140807;-0,52;-0,05;-0,14;-0,01;-0,03;0,1;-0,55566
20140808;1,12;-0,15;-0,18;0,35;0,15;0,06;1,153139
20140811;0,4;0,56;-0,29;-0,18;-0,28;0;-0,27594
20140812;-0,23;-0,57;0,25;0,05;0,02;-0,05;-0,16366
20140813;0,69;-0,14;-0,24;-0,38;-0,21;0,8;0,670718
20140814;0,44;-0,26;0,04;-0,21;0;-0,32;0,434577
20140815;0;-0,15;-0,15;0,18;-0,22;0,38;-0,006138
20140818;0,93;0,59;-0,19;0,03;0,02;0,14;0,853171
20140819;0,49;-0,12;-0,1;0,25;-0,12;-0,03;0,500066
20140820;0,19;-0,64;0,27;0;0,28;0,03;0,24778
20140821;0,28;-0,07;0,82;-0,1;0,25;-0,39;0,29499
20140822;-0,1;0,27;-0,39;-0,05;-0,18;0,09;-0,19926
20140825;0,5;-0,21;0,04;-0,03;-0,1;0,28;0,478777
20140826;0,19;0,67;-0,33;-0,37;-0,17;-0,24;0,105109
20140827;0;-0,22;0,15;0,12;0,1;0,06;0,005
20140828;-0,19;-0,39;0,09;0,21;0,01;0,05;-0,16899
20140829;0,39;0,28;0,09;-0,31;-0,17;0,06;0,332041
20140902;0,06;0,42;-0,09;-0,08;-0,24;0,3;-0,05441
20140903;-0,14;-0,5;0,23;0,03;0,42;-0,15;-0,07791
20140904;-0,17;-0,16;-0,15;0,16;0,01;-0,34;-0,15344
20140905;0,45;-0,27;-0,06;0,13;0;0,29;0,503592
20140908;-0,22;0,47;-0,44;-0,38;-0,25;0,17;-0,30732
20140909;-0,72;-0,43;-0,02;0,27;0,14;0,16;-0,6545
20140910;0,45;0,15;-0,39;-0,27;-0,19;0;0,364607
20140911;0,19;0,49;0,2;-0,25;0,01;-0,11;0,08819
20140912;-0,55;-0,2;0,14;-0,08;0,12;-0,4;-0,59626
20140915;-0,28;-0,93;0,66;0,46;0,71;-0,12;-0,07101
20140916;0,7;-0,39;-0,13;0,16;-0,17;0,67;0,748439
20140917;0,17;0,08;-0,2;-0,25;-0,19;0,08;-0,12957
